Sort,Plot,Species,DBH_size_class,Mid dbh,Date,Tally,Biomass,Height
430,BP54#1,PIST,0_to_2,1,NA,55,2.244,
431,BP54#1,PIST,2_to_4,3,7/11/19,31,21.37437408,
432,BP54#1,PIST,2_to_4,3,NA,25,17.23739846,
433,BP54#1,PIST,4_to_6,5,7/11/19,17,43.6423764,
434,BP54#1,PIST,4_to_6,5,NA,11,28.23918473,
435,BP54#1,PIST,6_to_8,7,7/11/19,10,61.02671164,
436,BP54#1,PIST,6_to_8,7,NA,11,67.1293828,
437,BP54#1,POGR,0_to_2,1,7/11/19,0,0,
438,BP54#1,POGR,0_to_2,1,NA,0,0,
439,BP54#1,POGR,2_to_4,3,7/11/19,0,0,
440,BP54#1,POGR,2_to_4,3,NA,2,3.666451809,
441,BP54#1,POGR,4_to_6,5,7/11/19,4,24.354329,
442,BP54#1,POGR,4_to_6,5,NA,7,42.62007575,
443,BP54#1,POGR,6_to_8,7,7/11/19,8,107.393457,
444,BP54#1,POGR,6_to_8,7,NA,14,187.9385497,
445,BP54#1,QURU,0_to_2,1,7/11/19,0,0,
446,BP54#1,QURU,0_to_2,1,NA,1,0.0398,
447,BP54#1,QURU,2_to_4,3,7/11/19,0,0,
448,BP54#1,QURU,2_to_4,3,NA,1,0.83778226,
449,BP54#1,QURU,4_to_6,5,7/11/19,1,3.454669312,
450,BP54#1,QURU,4_to_6,5,NA,3,10.36400793,
451,BP54#1,QURU,6_to_8,7,7/11/19,2,17.56741949,
452,BP54#1,QURU,6_to_8,7,NA,3,26.35112924,
453,BP54#2,ACRU,0_to_2,1,7/11/19,12,0.37404,
454,BP54#2,ACRU,0_to_2,1,NA,20,0.6234,
455,BP54#2,ACRU,2_to_4,3,7/11/19,24,15.82671893,
456,BP54#2,ACRU,2_to_4,3,NA,23,15.16727231,
457,BP54#2,ACRU,4_to_6,5,7/11/19,11,29.98252189,
458,BP54#2,ACRU,4_to_6,5,NA,15,40.88525713,
459,BP54#2,ACRU,6_to_8,7,7/11/19,15,104.1143079,
460,BP54#2,ACRU,6_to_8,7,NA,12,83.29144632,
461,BP54#2,ACSA,0_to_2,1,7/11/19,0,0,
462,BP54#2,ACSA,0_to_2,1,NA,2,0.3386,
463,BP54#2,ACSA,2_to_4,3,7/11/19,1,2.222482401,
464,BP54#2,ACSA,2_to_4,3,NA,0,0,
465,BP54#2,ACSA,4_to_6,5,7/11/19,1,7.358055517,
466,BP54#2,ACSA,4_to_6,5,NA,0,0,
467,BP54#2,ACSA,6_to_8,7,7/11/19,0,0,
468,BP54#2,ACSA,6_to_8,7,NA,0,0,
469,BP54#2,AMEL,0_to_2,1,NA,1,0.163,
470,BP54#2,AMEL,2_to_4,3,NA,0,0,
471,BP54#2,AMEL,4_to_6,5,NA,0,0,
472,BP54#2,AMEL,6_to_8,7,NA,0,0,
473,BP54#2,BEPA,0_to_2,1,7/11/19,0,0,
474,BP54#2,BEPA,0_to_2,1,NA,0,0,
475,BP54#2,BEPA,2_to_4,3,7/11/19,0,0,
476,BP54#2,BEPA,2_to_4,3,NA,0,0,
477,BP54#2,BEPA,4_to_6,5,7/11/19,1,2.902235479,
478,BP54#2,BEPA,4_to_6,5,NA,1,2.902235479,
479,BP54#2,BEPA,6_to_8,7,7/11/19,0,0,
480,BP54#2,BEPA,6_to_8,7,NA,0,0,
481,BP54#2,COCO,0_to_2,1,7/11/19,0,0,
482,BP54#2,COCO,2_to_4,3,7/11/19,1,3.557311036,4.288622087
483,BP54#2,COCO,4_to_6,5,7/11/19,0,0,
484,BP54#2,COCO,6_to_8,7,7/11/19,0,0,
485,BP54#2,FAGR,0_to_2,1,NA,1,0.1892,
486,BP54#2,FAGR,2_to_4,3,NA,0,0,
487,BP54#2,FAGR,4_to_6,5,NA,0,0,
488,BP54#2,FAGR,6_to_8,7,NA,0,0,
489,BP54#2,PIRE,0_to_2,1,7/11/19,13,0.6838,
490,BP54#2,PIRE,0_to_2,1,NA,9,0.4734,
491,BP54#2,PIRE,2_to_4,3,7/11/19,3,2.530578792,
492,BP54#2,PIRE,2_to_4,3,NA,2,1.687052528,
493,BP54#2,PIRE,4_to_6,5,7/11/19,0,0,
494,BP54#2,PIRE,4_to_6,5,NA,0,0,
495,BP54#2,PIRE,6_to_8,7,7/11/19,0,0,
496,BP54#2,PIRE,6_to_8,7,NA,0,0,
497,BP54#2,PIST,0_to_2,1,7/11/19,29,1.1832,
498,BP54#2,PIST,0_to_2,1,NA,40,1.632,
499,BP54#2,PIST,2_to_4,3,7/11/19,40,27.57983753,
500,BP54#2,PIST,2_to_4,3,NA,34,23.4428619,
501,BP54#2,PIST,4_to_6,5,7/11/19,18,46.20957501,
502,BP54#2,PIST,4_to_6,5,NA,8,20.53758889,
503,BP54#2,PIST,6_to_8,7,7/11/19,8,48.82136931,
504,BP54#2,PIST,6_to_8,7,NA,4,24.41068465,
505,BP54#2,POGR,0_to_2,1,7/11/19,0,0,
506,BP54#2,POGR,0_to_2,1,NA,0,0,
507,BP54#2,POGR,2_to_4,3,7/11/19,1,1.833225904,
508,BP54#2,POGR,2_to_4,3,NA,0,0,
509,BP54#2,POGR,4_to_6,5,7/11/19,0,0,
510,BP54#2,POGR,4_to_6,5,NA,2,12.1771645,
511,BP54#2,POGR,6_to_8,7,7/11/19,4,53.69672849,
512,BP54#2,POGR,6_to_8,7,NA,7,93.96927486,
513,BP54#2,QURU,0_to_2,1,7/11/19,1,0.0398,
514,BP54#2,QURU,0_to_2,1,NA,3,0.1194,
515,BP54#2,QURU,2_to_4,3,7/11/19,1,0.83778226,
516,BP54#2,QURU,2_to_4,3,NA,3,2.51334678,
517,BP54#2,QURU,4_to_6,5,7/11/19,0,0,
518,BP54#2,QURU,4_to_6,5,NA,3,10.36400793,
519,BP54#2,QURU,6_to_8,7,7/11/19,0,0,
520,BP54#2,QURU,6_to_8,7,NA,0,0,
521,BP80#1,ACRU,0_to_2,1,7/31/14,49,1.52733,
522,BP80#1,ACRU,0_to_2,1,7/23/19,21,0.65457,
523,BP80#1,ACRU,2_to_4,3,7/31/14,51,33.63177772,
524,BP80#1,ACRU,2_to_4,3,7/23/19,48,31.65343785,
525,BP80#1,ACRU,4_to_6,5,7/31/14,24,65.41641141,
526,BP80#1,ACRU,4_to_6,5,7/23/19,25,68.14209521,
527,BP80#1,ACRU,6_to_8,7,7/31/14,15,104.1143079,
528,BP80#1,ACRU,6_to_8,7,7/23/19,16,111.0552618,
529,BP80#1,PIRE,0_to_2,1,7/31/14,17,0.8942,
530,BP80#1,PIRE,0_to_2,1,7/23/19,18,0.9468,
531,BP80#1,PIRE,2_to_4,3,7/31/14,6,5.061157584,
532,BP80#1,PIRE,2_to_4,3,7/23/19,13,10.96584143,
533,BP80#1,PIRE,4_to_6,5,7/31/14,1,3.065096704,
534,BP80#1,PIRE,4_to_6,5,7/23/19,3,9.195290112,
535,BP80#1,PIRE,6_to_8,7,7/31/14,0,0,
536,BP80#1,PIRE,6_to_8,7,7/23/19,1,7.170251246,
537,BP80#1,PIST,0_to_2,1,7/31/14,25,1.02,
538,BP80#1,PIST,0_to_2,1,7/23/19,18,0.7344,
539,BP80#1,PIST,2_to_4,3,7/31/14,23,15.85840658,
540,BP80#1,PIST,2_to_4,3,7/23/19,14,9.652943135,
541,BP80#1,PIST,4_to_6,5,7/31/14,7,17.97039028,
542,BP80#1,PIST,4_to_6,5,7/23/19,14,35.94078057,
543,BP80#1,PIST,6_to_8,7,7/31/14,0,0,
544,BP80#1,PIST,6_to_8,7,7/23/19,4,24.41068465,
545,BP80#1,POGR,0_to_2,1,7/31/14,11,1.5257,
546,BP80#1,POGR,0_to_2,1,7/23/19,4,0.5548,
547,BP80#1,POGR,2_to_4,3,7/31/14,41,75.16226208,
548,BP80#1,POGR,2_to_4,3,7/23/19,13,23.83193676,
549,BP80#1,POGR,4_to_6,5,7/31/14,68,414.023593,
550,BP80#1,POGR,4_to_6,5,7/23/19,39,237.4547078,
551,BP80#1,POGR,6_to_8,7,7/31/14,58,778.6025631,
552,BP80#1,POGR,6_to_8,7,7/23/19,42,563.8156492,
553,BP80#1,QURU,0_to_2,1,7/31/14,0,0,
554,BP80#1,QURU,0_to_2,1,7/23/19,0,0,
555,BP80#1,QURU,2_to_4,3,7/31/14,3,2.51334678,
556,BP80#1,QURU,2_to_4,3,7/23/19,4,3.35112904,
557,BP80#1,QURU,4_to_6,5,7/31/14,8,27.63735449,
558,BP80#1,QURU,4_to_6,5,7/23/19,3,10.36400793,
559,BP80#1,QURU,6_to_8,7,7/31/14,3,26.35112924,
560,BP80#1,QURU,6_to_8,7,7/23/19,2,17.56741949,
561,BP80#2,ACRU,0_to_2,1,7/17/14,42,1.30914,
562,BP80#2,ACRU,0_to_2,1,7/22/19,31,0.96627,
563,BP80#2,ACRU,2_to_4,3,7/17/14,68,44.84237029,
564,BP80#2,ACRU,2_to_4,3,7/22/19,51,33.63177772,
565,BP80#2,ACRU,4_to_6,5,7/17/14,31,84.49619807,
566,BP80#2,ACRU,4_to_6,5,7/22/19,26,70.86777902,
567,BP80#2,ACRU,6_to_8,7,7/17/14,15,104.1143079,
568,BP80#2,ACRU,6_to_8,7,7/22/19,11,76.35049246,
569,BP80#2,BEPA,0_to_2,1,7/17/14,1,0.0301,
570,BP80#2,BEPA,0_to_2,1,7/22/19,2,0.0602,
571,BP80#2,BEPA,2_to_4,3,7/17/14,1,0.680723277,
572,BP80#2,BEPA,2_to_4,3,7/22/19,0,0,
573,BP80#2,BEPA,4_to_6,5,7/17/14,3,8.706706436,
574,BP80#2,BEPA,4_to_6,5,7/22/19,2,5.804470958,
575,BP80#2,BEPA,6_to_8,7,7/17/14,1,7.543038108,
576,BP80#2,BEPA,6_to_8,7,7/22/19,2,15.08607622,
577,BP80#2,PIRE,0_to_2,1,7/17/14,16,0.8416,
578,BP80#2,PIRE,0_to_2,1,7/22/19,25,1.315,
579,BP80#2,PIRE,2_to_4,3,7/17/14,4,3.374105056,
580,BP80#2,PIRE,2_to_4,3,7/22/19,7,5.904683848,
581,BP80#2,PIRE,4_to_6,5,7/17/14,2,6.130193408,
582,BP80#2,PIRE,4_to_6,5,7/22/19,6,18.39058022,
583,BP80#2,PIRE,6_to_8,7,7/17/14,0,0,
584,BP80#2,PIRE,6_to_8,7,7/22/19,0,0,
585,BP80#2,PIST,0_to_2,1,7/17/14,22,0.8976,
586,BP80#2,PIST,0_to_2,1,7/22/19,30,1.224,
587,BP80#2,PIST,2_to_4,3,7/17/14,18,12.41092689,
588,BP80#2,PIST,2_to_4,3,7/22/19,24,16.54790252,
589,BP80#2,PIST,4_to_6,5,7/17/14,23,59.04556807,
590,BP80#2,PIST,4_to_6,5,7/22/19,17,43.6423764,
591,BP80#2,PIST,6_to_8,7,7/17/14,13,79.33472513,
592,BP80#2,PIST,6_to_8,7,7/22/19,13,79.33472513,
593,BP80#2,POGR,0_to_2,1,7/17/14,9,1.2483,
594,BP80#2,POGR,0_to_2,1,7/22/19,3,0.4161,
595,BP80#2,POGR,2_to_4,3,7/17/14,30,54.99677713,
596,BP80#2,POGR,2_to_4,3,7/22/19,6,10.99935543,
597,BP80#2,POGR,4_to_6,5,7/17/14,49,298.3405303,
598,BP80#2,POGR,4_to_6,5,7/22/19,32,194.834632,
599,BP80#2,POGR,6_to_8,7,7/17/14,69,926.2685665,
600,BP80#2,POGR,6_to_8,7,7/22/19,53,711.4816525,
601,BP80#2,QURU,0_to_2,1,7/17/14,0,0,
602,BP80#2,QURU,0_to_2,1,7/22/19,1,0.0398,
603,BP80#2,QURU,2_to_4,3,7/17/14,0,0,
604,BP80#2,QURU,2_to_4,3,7/22/19,6,5.026693559,
605,BP80#2,QURU,4_to_6,5,7/17/14,6,20.72801587,
606,BP80#2,QURU,4_to_6,5,7/22/19,3,10.36400793,
607,BP80#2,QURU,6_to_8,7,7/17/14,0,0,
608,BP80#2,QURU,6_to_8,7,7/22/19,3,26.35112924,
609,BP80#3,ACRU,0_to_2,1,7/31/14,96,2.99232,
610,BP80#3,ACRU,0_to_2,1,7/17/19,70,2.1819,
611,BP80#3,ACRU,2_to_4,3,7/31/14,73,48.1396034,
612,BP80#3,ACRU,2_to_4,3,7/17/19,69,45.50181691,
613,BP80#3,ACRU,4_to_6,5,7/31/14,45,122.6557714,
614,BP80#3,ACRU,4_to_6,5,7/17/19,45,122.6557714,
615,BP80#3,ACRU,6_to_8,7,7/31/14,31,215.1695697,
616,BP80#3,ACRU,6_to_8,7,7/17/19,31,215.1695697,
617,BP80#3,AMEL,0_to_2,1,7/31/14,0,0,
618,BP80#3,AMEL,2_to_4,3,7/31/14,2,5.048449419,
619,BP80#3,AMEL,4_to_6,5,7/31/14,0,0,
620,BP80#3,AMEL,6_to_8,7,7/31/14,0,0,
621,BP80#3,PIRE,0_to_2,1,7/31/14,10,0.526,
622,BP80#3,PIRE,0_to_2,1,7/17/19,14,0.7364,
623,BP80#3,PIRE,2_to_4,3,7/31/14,3,2.530578792,
624,BP80#3,PIRE,2_to_4,3,7/17/19,9,7.591736376,
625,BP80#3,PIRE,4_to_6,5,7/31/14,1,3.065096704,
626,BP80#3,PIRE,4_to_6,5,7/17/19,2,6.130193408,
627,BP80#3,PIRE,6_to_8,7,7/31/14,0,0,
628,BP80#3,PIRE,6_to_8,7,7/17/19,3,21.51075374,
629,BP80#3,PIST,0_to_2,1,7/31/14,34,1.3872,
630,BP80#3,PIST,0_to_2,1,7/17/19,21,0.8568,
631,BP80#3,PIST,2_to_4,3,7/31/14,51,35.16429285,
632,BP80#3,PIST,2_to_4,3,7/17/19,32,22.06387002,
633,BP80#3,PIST,4_to_6,5,7/31/14,0,0,
634,BP80#3,PIST,4_to_6,5,7/17/19,35,89.85195141,
635,BP80#3,PIST,6_to_8,7,7/31/14,2,12.20534233,
636,BP80#3,PIST,6_to_8,7,7/17/19,8,48.82136931,
637,BP80#3,POGR,0_to_2,1,7/31/14,8,1.1096,
638,BP80#3,POGR,0_to_2,1,7/17/19,1,0.1387,
639,BP80#3,POGR,2_to_4,3,7/31/14,52,95.32774702,
640,BP80#3,POGR,2_to_4,3,7/17/19,21,38.49774399,
641,BP80#3,POGR,4_to_6,5,7/31/14,77,468.8208333,
642,BP80#3,POGR,4_to_6,5,7/17/19,54,328.7834415,
643,BP80#3,POGR,6_to_8,7,7/31/14,58,778.6025631,
644,BP80#3,POGR,6_to_8,7,7/17/19,56,751.7541989,
645,BP80#3,QURU,0_to_2,1,7/31/14,1,0.0398,
646,BP80#3,QURU,0_to_2,1,7/17/19,0,0,
647,BP80#3,QURU,2_to_4,3,7/31/14,5,4.1889113,
648,BP80#3,QURU,2_to_4,3,7/17/19,4,3.35112904,
649,BP80#3,QURU,4_to_6,5,7/31/14,4,13.81867724,
650,BP80#3,QURU,4_to_6,5,7/17/19,2,6.909338623,
651,BP80#3,QURU,6_to_8,7,7/31/14,2,17.56741949,
652,BP80#3,QURU,6_to_8,7,7/17/19,3,26.35112924,
653,BP98#1,ACRU,0_to_2,1,7/30/14,32,0.99744,
654,BP98#1,ACRU,0_to_2,1,7/19/19,20,0.6234,
655,BP98#1,ACRU,2_to_4,3,7/30/14,23,15.1672723,
656,BP98#1,ACRU,2_to_4,3,7/19/19,25,16.48616555,
657,BP98#1,ACRU,4_to_6,5,7/30/14,14,38.15957332,
658,BP98#1,ACRU,4_to_6,5,7/19/19,10,27.25683809,
659,BP98#1,ACRU,6_to_8,7,7/30/14,7,48.58667702,
660,BP98#1,ACRU,6_to_8,7,7/19/19,11,76.35049246,
661,BP98#1,PIST,0_to_2,1,7/30/14,1,0.0408,
662,BP98#1,PIST,0_to_2,1,7/19/19,12,0.4896,
663,BP98#1,PIST,2_to_4,3,7/30/14,0,0,
664,BP98#1,PIST,2_to_4,3,7/19/19,3,2.068487815,
665,BP98#1,PIST,4_to_6,5,7/30/14,0,0,
666,BP98#1,PIST,4_to_6,5,7/19/19,0,0,
667,BP98#1,PIST,6_to_8,7,7/30/14,0,0,
668,BP98#1,PIST,6_to_8,7,7/19/19,0,0,
669,BP98#1,POGR,0_to_2,1,7/30/14,57,7.9059,
670,BP98#1,POGR,0_to_2,1,7/19/19,23,3.1901,
671,BP98#1,POGR,2_to_4,3,7/30/14,100,183.3225904,
672,BP98#1,POGR,2_to_4,3,7/19/19,68,124.6593615,
673,BP98#1,POGR,4_to_6,5,7/30/14,106,645.3897186,
674,BP98#1,POGR,4_to_6,5,7/19/19,66,401.8464285,
675,BP98#1,POGR,6_to_8,7,7/30/14,60,805.4509273,
676,BP98#1,POGR,6_to_8,7,7/19/19,69,926.2685665,
677,BP98#1,QURU,0_to_2,1,7/30/14,0,0,
678,BP98#1,QURU,0_to_2,1,7/19/19,0,0,
679,BP98#1,QURU,2_to_4,3,7/30/14,0,0,
680,BP98#1,QURU,2_to_4,3,7/19/19,0,0,
681,BP98#1,QURU,4_to_6,5,7/30/14,1,3.454669312,
682,BP98#1,QURU,4_to_6,5,7/19/19,0,0,
683,BP98#1,QURU,6_to_8,7,7/30/14,0,0,
684,BP98#1,QURU,6_to_8,7,7/19/19,1,8.783709746,
685,BP98#2,ACRU,0_to_2,1,7/30/14,89,2.77413,
686,BP98#2,ACRU,0_to_2,1,7/19/19,80,2.4936,
687,BP98#2,ACRU,2_to_4,3,7/30/14,74,48.79905002,
688,BP98#2,ACRU,2_to_4,3,7/19/19,83,54.73406962,
689,BP98#2,ACRU,4_to_6,5,7/30/14,27,73.59346283,
690,BP98#2,ACRU,4_to_6,5,7/19/19,30,81.77051426,
691,BP98#2,ACRU,6_to_8,7,7/30/14,8,55.52763088,
692,BP98#2,ACRU,6_to_8,7,7/19/19,15,104.1143079,
693,BP98#2,FAGR,0_to_2,1,7/30/14,8,1.5136,
694,BP98#2,FAGR,0_to_2,1,7/19/19,10,1.892,
695,BP98#2,FAGR,2_to_4,3,7/30/14,0,0,
696,BP98#2,FAGR,2_to_4,3,7/19/19,0,0,
697,BP98#2,FAGR,4_to_6,5,7/30/14,0,0,
698,BP98#2,FAGR,4_to_6,5,7/19/19,0,0,
699,BP98#2,FAGR,6_to_8,7,7/30/14,0,0,
700,BP98#2,FAGR,6_to_8,7,7/19/19,0,0,
701,BP98#2,PIRE,0_to_2,1,7/30/14,1,0.0526,
702,BP98#2,PIRE,0_to_2,1,7/19/19,2,0.1052,
703,BP98#2,PIRE,2_to_4,3,7/30/14,0,0,
704,BP98#2,PIRE,2_to_4,3,7/19/19,1,0.843526264,
705,BP98#2,PIRE,4_to_6,5,7/30/14,0,0,
706,BP98#2,PIRE,4_to_6,5,7/19/19,0,0,
707,BP98#2,PIRE,6_to_8,7,7/30/14,0,0,
708,BP98#2,PIRE,6_to_8,7,7/19/19,0,0,
709,BP98#2,PIST,0_to_2,1,7/30/14,3,0.1224,
710,BP98#2,PIST,0_to_2,1,7/19/19,18,0.7344,
711,BP98#2,PIST,2_to_4,3,7/30/14,0,0,
712,BP98#2,PIST,2_to_4,3,7/19/19,3,2.068487815,
713,BP98#2,PIST,4_to_6,5,7/30/14,0,0,
714,BP98#2,PIST,4_to_6,5,7/19/19,0,0,
715,BP98#2,PIST,6_to_8,7,7/30/14,0,0,
716,BP98#2,PIST,6_to_8,7,7/19/19,0,0,
717,BP98#2,POGR,0_to_2,1,7/30/14,318,44.1066,
718,BP98#2,POGR,0_to_2,1,7/19/19,138,19.1406,
719,BP98#2,POGR,2_to_4,3,7/30/14,359,658.1280997,
720,BP98#2,POGR,2_to_4,3,7/19/19,266,487.6380906,
721,BP98#2,POGR,4_to_6,5,7/30/14,246,1497.791234,
722,BP98#2,POGR,4_to_6,5,7/19/19,204,1242.070779,
723,BP98#2,POGR,6_to_8,7,7/30/14,161,2161.293322,
724,BP98#2,POGR,6_to_8,7,7/19/19,138,1852.537133,
725,BP98#2,POTR,0_to_2,1,7/30/14,1,0.0589,
726,BP98#2,POTR,0_to_2,1,7/19/19,1,0.0589,
727,BP98#2,POTR,2_to_4,3,7/30/14,7,7.361069981,
728,BP98#2,POTR,2_to_4,3,7/19/19,0,0,
729,BP98#2,POTR,4_to_6,5,7/30/14,1,4.016641778,
730,BP98#2,POTR,4_to_6,5,7/19/19,0,0,
731,BP98#2,POTR,6_to_8,7,7/30/14,1,9.710240864,
732,BP98#2,POTR,6_to_8,7,7/19/19,1,9.710240864,
733,BP98#2,QURU,0_to_2,1,7/30/14,11,0.4378,
734,BP98#2,QURU,0_to_2,1,7/19/19,5,0.199,
735,BP98#2,QURU,2_to_4,3,7/30/14,6,5.02669356,
736,BP98#2,QURU,2_to_4,3,7/19/19,6,5.026693559,
737,BP98#2,QURU,4_to_6,5,7/30/14,4,13.81867725,
738,BP98#2,QURU,4_to_6,5,7/19/19,4,13.81867725,
739,BP98#2,QURU,6_to_8,7,7/30/14,6,52.70225847,
740,BP98#2,QURU,6_to_8,7,7/19/19,4,35.13483898,
741,BS40E,ABBA,0_to_2,1,7/28/14,1,0.0752,
742,BS40E,ABBA,0_to_2,1,8/16/19,0,0,
743,BS40E,ABBA,2_to_4,3,7/28/14,0,0,
744,BS40E,ABBA,2_to_4,3,8/16/19,1,1.165287362,
745,BS40E,ABBA,4_to_6,5,7/28/14,1,4.183559417,
746,BS40E,ABBA,4_to_6,5,8/16/19,0,0,
747,BS40E,ABBA,6_to_8,7,7/28/14,1,9.692317818,
748,BS40E,ABBA,6_to_8,7,8/16/19,1,9.666540377,
749,BS40E,ACRU,0_to_2,1,7/28/14,4,0.12468,
750,BS40E,ACRU,0_to_2,1,8/16/19,1,0.03117,
751,BS40E,ACRU,2_to_4,3,7/28/14,0,0,
752,BS40E,ACRU,2_to_4,3,8/16/19,2,1.318893244,
753,BS40E,ACRU,4_to_6,5,7/28/14,1,2.725683809,
754,BS40E,ACRU,4_to_6,5,8/16/19,0,0,
755,BS40E,ACRU,6_to_8,7,7/28/14,2,13.88190772,
756,BS40E,ACRU,6_to_8,7,8/16/19,2,13.88190772,
757,BS40E,AMEL,0_to_2,1,7/28/14,2,0.326,
758,BS40E,AMEL,2_to_4,3,7/28/14,0,0,
759,BS40E,AMEL,4_to_6,5,7/28/14,0,0,
760,BS40E,AMEL,6_to_8,7,7/28/14,0,0,
761,BS40E,AMSP,0_to_2,1,8/16/19,2,0.326,
762,BS40E,AMSP,2_to_4,3,8/16/19,0,0,
763,BS40E,AMSP,4_to_6,5,8/16/19,0,0,
764,BS40E,AMSP,6_to_8,7,8/16/19,0,0,
765,BS40E,FAGR,0_to_2,1,7/28/14,0,0,
766,BS40E,FAGR,0_to_2,1,8/16/19,0,0,
767,BS40E,FAGR,2_to_4,3,7/28/14,0,0,
768,BS40E,FAGR,2_to_4,3,8/16/19,0,0,
769,BS40E,FAGR,4_to_6,5,7/28/14,0,0,
770,BS40E,FAGR,4_to_6,5,8/16/19,0,0,
771,BS40E,FAGR,6_to_8,7,7/28/14,1,16.93729591,
772,BS40E,FAGR,6_to_8,7,8/16/19,1,16.93729591,
773,BS40E,PIRE,0_to_2,1,7/28/14,1,0.0526,
774,BS40E,PIRE,0_to_2,1,8/16/19,0,0,
775,BS40E,PIRE,2_to_4,3,7/28/14,3,2.530578792,
776,BS40E,PIRE,2_to_4,3,8/16/19,1,0.843526264,
777,BS40E,PIRE,4_to_6,5,7/28/14,1,3.065096704,
778,BS40E,PIRE,4_to_6,5,8/16/19,2,6.130193408,
779,BS40E,PIRE,6_to_8,7,7/28/14,1,7.170251246,
780,BS40E,PIRE,6_to_8,7,8/16/19,0,0,
781,BS40E,PIST,0_to_2,1,7/28/14,198,8.0784,
782,BS40E,PIST,0_to_2,1,8/16/19,154,6.2832,
783,BS40E,PIST,2_to_4,3,7/28/14,119,82.05001665,
784,BS40E,PIST,2_to_4,3,8/16/19,138,95.15043947,
785,BS40E,PIST,4_to_6,5,7/28/14,45,115.5239375,
786,BS40E,PIST,4_to_6,5,8/16/19,33,84.71755419,
787,BS40E,PIST,6_to_8,7,7/28/14,17,103.7454098,
788,BS40E,PIST,6_to_8,7,8/16/19,9,54.92404047,
789,BS40E,QURU,0_to_2,1,7/28/14,5,0.199,
790,BS40E,QURU,0_to_2,1,8/16/19,3,0.1194,
791,BS40E,QURU,2_to_4,3,7/28/14,1,0.83778226,
792,BS40E,QURU,2_to_4,3,8/16/19,4,3.35112904,
793,BS40E,QURU,4_to_6,5,7/28/14,2,6.909338623,
794,BS40E,QURU,4_to_6,5,8/16/19,2,6.909338623,
795,BS40E,QURU,6_to_8,7,7/28/14,0,0,
796,BS40E,QURU,6_to_8,7,8/16/19,0,0,
797,BS40F,ABBA,0_to_2,1,6/13/14,0,0,
798,BS40F,ABBA,0_to_2,1,8/16/19,0,0,
799,BS40F,ABBA,2_to_4,3,6/13/14,0,0,
800,BS40F,ABBA,2_to_4,3,8/16/19,0,0,
801,BS40F,ABBA,4_to_6,5,6/13/14,0,0,
802,BS40F,ABBA,4_to_6,5,8/16/19,0,0,
803,BS40F,ABBA,6_to_8,7,6/13/14,1,9.692317818,
804,BS40F,ABBA,6_to_8,7,8/16/19,1,9.666540377,
805,BS40F,ACPE,0_to_2,1,6/13/14,1,0.03117,
806,BS40F,ACPE,0_to_2,1,8/16/19,1,0.03117,
807,BS40F,ACPE,2_to_4,3,6/13/14,1,0.659446622,
808,BS40F,ACPE,2_to_4,3,8/16/19,1,0.659446622,
809,BS40F,ACPE,4_to_6,5,6/13/14,0,0,
810,BS40F,ACPE,4_to_6,5,8/16/19,0,0,
811,BS40F,ACPE,6_to_8,7,6/13/14,0,0,
812,BS40F,ACPE,6_to_8,7,8/16/19,0,0,
813,BS40F,ACRU,0_to_2,1,6/13/14,0,0,
814,BS40F,ACRU,0_to_2,1,8/16/19,0,0,
815,BS40F,ACRU,2_to_4,3,6/13/14,3,1.978339866,
816,BS40F,ACRU,2_to_4,3,8/16/19,1,0.659446622,
817,BS40F,ACRU,4_to_6,5,6/13/14,0,0,
818,BS40F,ACRU,4_to_6,5,8/16/19,1,2.725683809,
819,BS40F,ACRU,6_to_8,7,6/13/14,1,6.94095386,
820,BS40F,ACRU,6_to_8,7,8/16/19,2,13.88190772,
821,BS40F,AMEL,0_to_2,1,6/13/14,0,0,
822,BS40F,AMEL,2_to_4,3,6/13/14,3,7.572674128,
823,BS40F,AMEL,4_to_6,5,6/13/14,1,9.024409525,
824,BS40F,AMEL,6_to_8,7,6/13/14,0,0,
825,BS40F,AMSP,0_to_2,1,8/16/19,1,0.163,
826,BS40F,AMSP,2_to_4,3,8/16/19,0,0,
827,BS40F,AMSP,4_to_6,5,8/16/19,2,18.04881905,
828,BS40F,AMSP,6_to_8,7,8/16/19,0,0,
829,BS40F,BEPA,0_to_2,1,6/13/14,0,0,
830,BS40F,BEPA,0_to_2,1,8/16/19,0,0,
831,BS40F,BEPA,2_to_4,3,6/13/14,0,0,
832,BS40F,BEPA,2_to_4,3,8/16/19,0,0,
833,BS40F,BEPA,4_to_6,5,6/13/14,0,0,
834,BS40F,BEPA,4_to_6,5,8/16/19,0,0,
835,BS40F,BEPA,6_to_8,7,6/13/14,1,7.543038108,
836,BS40F,BEPA,6_to_8,7,8/16/19,1,7.543038108,
837,BS40F,PIRE,0_to_2,1,6/13/14,1,0.0526,
838,BS40F,PIRE,0_to_2,1,8/16/19,0,0,
839,BS40F,PIRE,2_to_4,3,6/13/14,2,1.687052528,
840,BS40F,PIRE,2_to_4,3,8/16/19,1,0.843526264,
841,BS40F,PIRE,4_to_6,5,6/13/14,1,3.065096704,
842,BS40F,PIRE,4_to_6,5,8/16/19,0,0,
843,BS40F,PIRE,6_to_8,7,6/13/14,2,14.34050249,
844,BS40F,PIRE,6_to_8,7,8/16/19,2,14.34050249,
845,BS40F,PIST,0_to_2,1,6/13/14,61,2.4888,
